iter	Passed	Remaining
1501	26584	1744506
1502	26600	1744386
1503	26613	1744059
1504	26635	1744348
1505	26656	1744550
1506	26677	1744740
1507	26699	1744961
1508	26721	1745248
1509	26738	1745175
1510	26754	1745045
1511	26769	1744844
1512	26781	1744487
1513	26801	1744626
1514	26815	1744340
1515	26831	1744238
1516	26848	1744118
1517	26860	1743766
1518	26881	1743982
1519	26897	1743824
1520	26910	1743503
1521	26925	1743306
1522	26941	1743155
1523	26954	1742858
1524	26975	1743071
1525	26991	1742912
1526	27007	1742776
1527	27020	1742492
1528	27036	1742348
1529	27055	1742390
1530	27071	1742297
1531	27086	1742080
1532	27099	1741783
1533	27115	1741642
1534	27130	1741454
1535	27149	1741524
1536	27165	1741432
1537	27177	1741041
1538	27194	1740945
1539	27209	1740765
1540	27228	1740835
1541	27243	1740672
1542	27259	1740495
1543	27272	1740178
1544	27288	1740053
1545	27300	1739696
1546	27321	1739868
1547	27335	1739658
1548	27352	1739583
1549	27368	1739432
1550	27380	1739099
1551	27398	1739088
1552	27414	1738976
1553	27430	1738815
1554	27446	1738735
1555	27458	1738354
1556	27474	1738215
1557	27494	1738366
1558	27508	1738097
1559	27524	1738009
1560	27537	1737685
1561	27553	1737560
1562	27572	1737620
1563	27588	1737497
1564	27601	1737199
1565	27618	1737124
1566	27633	1736925
1567	27648	1736764
1568	27665	1736688
1569	27683	1736697
1570	27699	1736552
1571	27714	1736421
1572	27728	1736148
1573	27744	1736057
1574	27760	1735908
1575	27775	1735746
1576	27790	1735565
1577	27804	1735297
1578	27819	1735146
1579	27839	1735235
1580	27855	1735117
1581	27869	1734901
1582	27885	1734757
1583	27900	1734591
1584	27916	1734445
1585	27934	1734506
1586	27950	1734373
1587	27965	1734194
1588	27978	1733865
1589	27994	1733742
1590	28014	1733859
1591	28028	1733635
1592	28044	1733540
1593	28057	1733246
1594	28074	1733158
1595	28089	1733014
1596	28107	1732997
1597	28124	1732921
1598	28139	1732778
1599	28153	1732534
1600	28169	1732395
1601	28187	1732434
1602	28204	1732367
1603	28219	1732182
1604	28235	1732078
1605	28251	1731974
1606	28267	1731822
1607	28285	1731821
1608	28297	1731459
1609	28312	1731297
1610	28325	1730997
1611	28341	1730904
1612	28354	1730609
1613	28372	1730612
1614	28387	1730427
1615	28402	1730238
1616	28414	1729902
1617	28430	1729788
1618	28445	1729629
1619	28463	1729580
1620	28478	1729453
1621	28497	1729507
1622	28513	1729396
1623	28527	1729162
1624	28542	1729002
1625	28555	1728696
1626	28571	1728572
1627	28587	1728433
1628	28601	1728250
1629	28617	1728136
1630	28633	1728035
1631	28650	1727943
1632	28665	1727782
1633	28680	1727603
1634	28696	1727482
1635	28711	1727350
1636	28724	1727041
1637	28740	1726921
1638	28753	1726652
1639	28772	1726730
1640	28789	1726667
1641	28802	1726345
1642	28819	1726279
1643	28835	1726182
1644	28850	1726023
1645	28863	1725729
1646	28879	1725622
1647	28895	1725499
1648	28915	1725634
1649	28929	1725426
1650	28944	1725266
1651	28957	1724935
1652	28972	1724798
1653	28988	1724682
1654	29004	1724563
1655	29016	1724253
1656	29034	1724253
1657	29049	1724078
1658	29065	1723940
1659	29078	1723688
1660	29094	1723552
1661	29106	1723251
1662	29122	1723128
1663	29138	1723031
1664	29157	1723053
1665	29173	1722950
1666	29188	1722812
1667	29203	1722613
1668	29217	1722395
1669	29233	1722311
1670	29248	1722150
1671	29262	1721899
1672	29280	1721945
1673	29297	1721860
1674	29311	1721679
1675	29324	1721393
1676	29340	1721263
1677	29356	1721141
1678	29371	1720989
1679	29387	1720876
1680	29402	1720721
1681	29422	1720860
1682	29438	1720748
1683	29453	1720588
1684	29465	1720271
1685	29481	1720157
1686	29494	1719851
1687	29510	1719749
1688	29525	1719605
1689	29539	1719394
1690	29560	1719543
1691	29575	1719403
1692	29590	1719236
1693	29604	1718996
1694	29619	1718885
1695	29637	1718864
1696	29656	1718927
1697	29673	1718871
1698	29693	1718996
1699	29708	1718888
1700	29722	1718656
1701	29740	1718629
1702	29754	1718413
1703	29770	1718345
1704	29785	1718200
1705	29799	1717932
1706	29815	1717844
1707	29836	1718033
1708	29848	1717731
1709	29864	1717629
1710	29880	1717475
1711	29895	1717354
1712	29912	1717285
1713	29925	1717000
1714	29941	1716910
1715	29956	1716783
1716	29976	1716887
1717	29991	1716710
1718	30007	1716617
1719	30021	1716393
1720	30037	1716338
1721	30053	1716201
1722	30070	1716151
1723	30086	1716055
1724	30104	1716071
1725	30119	1715930
1726	30135	1715818
1727	30160	1716236
1728	30186	1716703
1729	30211	1717103
1730	30237	1717577
1731	30256	1717655
1732	30272	1717536
1733	30286	1717337
1734	30303	1717296
1735	30316	1717031
1736	30332	1716939
1737	30346	1716675
1738	30361	1716555
1739	30379	1716573
1740	30395	1716451
1741	30413	1716464
1742	30426	1716211
1743	30442	1716110
1744	30457	1715934
1745	30473	1715867
1746	30490	1715812
1747	30509	1715890
1748	30526	1715814
1749	30542	1715733
1750	30556	1715509
1751	30573	1715443
1752	30588	1715340
1753	30604	1715240
1754	30618	1715023
1755	30634	1714912
1756	30653	1714992
1757	30669	1714868
1758	30685	1714787
1759	30701	1714699
1760	30717	1714596
1761	30730	1714315
1762	30746	1714222
1763	30763	1714175
1764	30783	1714306
1765	30817	1715171
1766	30839	1715429
1767	30862	1715723
1768	30885	1716026
1769	30907	1716271
1770	30927	1716382
1771	30951	1716718
1772	30969	1716752
1773	30984	1716558
1774	31000	1716454
1775	31015	1716296
1776	31028	1716080
1777	31053	1716455
1778	31075	1716692
1779	31096	1716864
1780	31119	1717123
1781	31141	1717398
1782	31157	1717298
1783	31173	1717157
1784	31190	1717114
1785	31206	1717037
1786	31224	1717025
1787	31239	1716911
1788	31255	1716789
1789	31271	1716685
1790	31286	1716551
1791	31303	1716516
1792	31319	1716377
1793	31332	1716128
1794	31348	1716063
1795	31363	1715883
1796	31379	1715786
1797	31396	1715771
1798	31412	1715655
1799	31426	1715453
1800	31443	1715408
1801	31459	1715302
1802	31477	1715286
1803	31492	1715180
1804	31508	1715045
1805	31522	1714862
1806	31538	1714745
1807	31553	1714606
1808	31570	1714591
1809	31587	1714526
1810	31603	1714404
1811	31620	1714362
1812	31640	1714506
1813	31712	1717467
1814	31761	1719120
1815	31780	1719188
1816	31796	1719110
1817	31812	1718971
1818	31829	1718953
1819	31846	1718895
1820	31861	1718757
1821	31878	1718688
1822	31891	1718465
1823	31912	1718628
1824	31928	1718505
1825	31940	1718217
1826	31956	1718134
1827	31972	1718024
1828	31988	1717904
1829	32007	1717968
1830	32022	1717839
1831	32037	1717685
1832	32050	1717438
1833	32066	1717329
1834	32087	1717466
1835	32100	1717248
1836	32116	1717123
1837	32128	1716805
1838	32143	1716686
1839	32160	1716601
1840	32178	1716622
1841	32193	1716484
1842	32209	1716376
1843	32224	1716234
1844	32240	1716132
1845	32255	1716006
1846	32272	1715970
1847	32288	1715835
1848	32303	1715695
1849	32317	1715477
1850	32333	1715421
1851	32351	1715420
1852	32364	1715166
1853	32377	1714895
1854	32392	1714742
1855	32404	1714459
1856	32420	1714348
1857	32440	1714474
1858	32455	1714317
1859	32471	1714221
1860	32487	1714145
1861	32504	1714066
1862	32524	1714187
1863	32539	1714045
1864	32554	1713901
1865	32571	1713887
1866	32588	1713820
1867	32606	1713851
1868	32623	1713789
1869	32636	1713566
1870	32653	1713515
1871	32669	1713429
1872	32686	1713364
1873	32702	1713286
1874	32718	1713187
1875	32735	1713125
1876	32751	1713050
1877	32767	1712957
1878	32787	1713052
1879	32804	1713001
1880	32819	1712887
1881	32835	1712762
1882	32851	1712713
1883	32868	1712672
1884	32886	1712644
1885	32903	1712631
1886	32929	1713071
1887	32942	1712791
1888	32958	1712689
1889	32970	1712425
1890	32987	1712363
1891	33002	1712223
1892	33015	1711984
1893	33031	1711886
1894	33044	1711624
1895	33065	1711814
1896	33081	1711714
1897	33096	1711586
1898	33110	1711363
1899	33127	1711332
1900	33141	1711133
1901	33158	1711080
1902	33174	1710994
1903	33194	1711118
1904	33212	1711100
1905	33228	1711015
1906	33244	1710937
1907	33260	1710843
1908	33278	1710842
1909	33295	1710845
1910	33311	1710747
1911	33327	1710628
1912	33350	1710894
1913	33377	1711364
1914	33401	1711705
1915	33424	1711983
1916	33480	1713909
1917	33513	1714685
1918	33548	1715571
1919	33576	1716110
1920	33590	1715911
1921	33607	1715866
1922	33622	1715694
1923	33638	1715596
1924	33653	1715482
1925	33667	1715291
1926	33684	1715214
1927	33700	1715123
1928	33717	1715099
1929	33732	1714970
1930	33747	1714787
1931	33762	1714665
1932	33776	1714478
1933	33792	1714400
1934	33806	1714164
1935	33821	1714058
1936	33838	1714020
1937	33857	1714039
1938	33872	1713915
1939	33886	1713714
1940	33902	1713618
1941	33915	1713401
1942	33943	1713886
1943	33964	1714087
1944	33992	1714555
1945	34017	1714939
1946	34033	1714840
1947	34048	1714712
1948	34065	1714650
1949	34080	1714535
1950	34095	1714398
1951	34114	1714424
1952	34132	1714427
1953	34147	1714291
1954	34162	1714170
1955	34176	1713940
1956	34193	1713923
1957	34210	1713868
1958	34225	1713753
1959	34244	1713802
1960	34261	1713779
1961	34278	1713733
1962	34294	1713644
1963	34310	1713557
1964	34327	1713503
1965	34343	1713389
1966	34360	1713358
1967	34376	1713258
1968	34398	1713469
1969	34421	1713742
1970	34444	1713998
1971	34466	1714172
1972	34486	1714296
1973	34508	1714487
1974	34533	1714875
1975	34554	1715017
1976	34577	1715286
1977	34600	1715527
1978	34624	1715845
1979	34648	1716133
1980	34669	1716314
1981	34685	1716194
1982	34700	1716042
1983	34716	1715980
1984	34731	1715807
1985	34748	1715768
1986	34764	1715697
1987	34780	1715592
1988	34798	1715587
1989	34814	1715523
1990	34830	1715432
1991	34845	1715295
1992	34861	1715218
1993	34879	1715207
1994	34894	1715077
1995	34910	1714964
1996	34928	1714957
1997	34945	1714952
1998	34963	1714954
1999	34980	1714903
2000	34997	1714844
2001	35011	1714671
2002	35030	1714704
2003	35046	1714637
2004	35060	1714467
2005	35081	1714600
2006	35097	1714533
2007	35116	1714586
2008	35132	1714474
2009	35145	1714256
2010	35161	1714156
2011	35175	1713966
2012	35192	1713917
2013	35211	1713992
2014	35227	1713870
2015	35251	1714175
2016	35274	1714440
2017	35296	1714639
2018	35318	1714813
2019	35341	1715109
2020	35367	1715503
2021	35390	1715736
2022	35414	1716012
2023	35435	1716186
2024	35457	1716353
2025	35478	1716542
2026	35501	1716786
2027	35520	1716814
2028	35541	1716979
2029	35556	1716846
2030	35572	1716752
2031	35587	1716609
2032	35604	1716567
2033	35623	1716643
2034	35639	1716540
2035	35654	1716394
2036	35669	1716231
2037	35683	1716085
2038	35699	1715957
2039	35716	1715928
2040	35731	1715798
2041	35746	1715643
2042	35761	1715522
2043	35774	1715304
2044	35794	1715396
2045	35810	1715273
2046	35824	1715107
2047	35839	1714951
2048	35855	1714864
2049	35870	1714745
2050	35902	1715440
2051	35938	1716300
2052	35969	1716917
2053	35991	1717100
2054	36007	1716994
2055	36023	1716915
2056	36045	1717118
2057	36069	1717389
2058	36090	1717550
2059	36111	1717721
2060	36133	1717887
2061	36149	1717820
2062	36164	1717692
2063	36180	1717569
2064	36194	1717396
2065	36215	1717537
2066	36231	1717448
2067	36246	1717327
2068	36261	1717167
2069	36278	1717121
2070	36299	1717265
2071	36313	1717101
2072	36328	1716941
2073	36346	1716947
2074	36362	1716865
2075	36382	1716993
2076	36396	1716782
2077	36411	1716647
2078	36424	1716400
2079	36440	1716342
2080	36456	1716243
2081	36474	1716225
2082	36489	1716111
2083	36504	1715991
2084	36521	1715912
2085	36536	1715816
2086	36555	1715867
2087	36578	1716082
2088	36595	1716053
2089	36608	1715806
2090	36623	1715688
2091	36640	1715659
2092	36656	1715547
2093	36669	1715319
2094	36685	1715247
2095	36702	1715170
2096	36720	1715186
2097	36737	1715140
2098	36752	1715010
2099	36768	1714913
2100	36781	1714708
2101	36798	1714678
2102	36817	1714727
2103	36831	1714526
2104	36847	1714440
2105	36863	1714337
2106	36879	1714280
2107	36900	1714429
2108	36916	1714313
2109	36932	1714214
2110	36944	1713971
2111	36960	1713851
2112	36975	1713745
2113	36993	1713761
2114	37005	1713461
2115	37020	1713342
2116	37033	1713109
2117	37050	1713094
2118	37068	1713078
2119	37084	1712985
2120	37099	1712878
2121	37112	1712656
2122	37129	1712606
2123	37138	1712164
2124	37152	1711999
2125	37170	1712012
2126	37183	1711803
2127	37200	1711736
2128	37213	1711515
2129	37229	1711436
2130	37246	1711386
2131	37262	1711315
2132	37276	1711113
2133	37292	1711053
2134	37308	1710958
2135	37320	1710703
2136	37338	1710710
2137	37354	1710604
2138	37366	1710356
2139	37382	1710266
2140	37397	1710143
2141	37410	1709919
2142	37429	1709960
2143	37445	1709880
2144	37461	1709806
2145	37478	1709741
2146	37494	1709651
2147	37512	1709663
2148	37528	1709600
2149	37543	1709465
2150	37558	1709336
2151	37571	1709125
2152	37590	1709173
2153	37607	1709144
2154	37622	1709001
2155	37638	1708897
2156	37654	1708813
2157	37669	1708674
2158	37689	1708804
2159	37705	1708702
2160	37720	1708576
2161	37736	1708487
2162	37751	1708382
2163	37774	1708618
2164	37792	1708591
2165	37807	1708481
2166	37822	1708342
2167	37838	1708269
2168	37851	1708062
2169	37867	1707972
2170	37880	1707768
2171	37899	1707787
2172	37920	1707959
2173	37938	1707928
2174	37951	1707733
2175	37967	1707631
2176	37982	1707507
2177	37997	1707373
2178	38011	1707224
2179	38028	1707172
2180	38034	1706643
2181	38053	1706688
2182	38066	1706476
2183	38081	1706379
2184	38097	1706281
2185	38111	1706109
2186	38127	1706012
2187	38143	1705947
2188	38158	1705835
2189	38172	1705654
2190	38190	1705644
2191	38202	1705391
2192	38218	1705321
2193	38232	1705117
2194	38247	1705021
2195	38260	1704807
2196	38276	1704706
2197	38290	1704528
2198	38309	1704597
2199	38327	1704611
2200	38340	1704380
2201	38356	1704298
2202	38369	1704077
2203	38384	1703986
2204	38400	1703909
2205	38414	1703728
2206	38431	1703681
2207	38452	1703806
2208	38467	1703719
2209	38483	1703620
2210	38496	1703391
2211	38512	1703314
2212	38525	1703123
2213	38545	1703223
2214	38561	1703154
2215	38578	1703079
2216	38587	1702717
2217	38602	1702593
2218	38618	1702506
2219	38635	1702464
2220	38650	1702364
2221	38667	1702312
2222	38690	1702542
2223	38706	1702476
2224	38722	1702395
2225	38738	1702316
2226	38752	1702124
2227	38769	1702095
2228	38785	1702027
2229	38799	1701852
2230	38819	1701947
2231	38835	1701881
2232	38851	1701778
2233	38856	1701212
2234	38872	1701137
2235	38887	1701047
2236	38901	1700873
2237	38917	1700777
2238	38930	1700595
2239	38951	1700705
2240	38967	1700637
2241	38980	1700415
2242	38996	1700350
2243	39010	1700169
2244	39027	1700143
2245	39040	1699955
2246	39057	1699909
2247	39070	1699702
2248	39092	1699869
2249	39107	1699748
2250	39124	1699709
2251	39140	1699635
2252	39156	1699572
2253	39172	1699506
2254	39186	1699326
2255	39199	1699099
2256	39212	1698892
2257	39233	1699051
2258	39250	1699032
2259	39268	1699012
2260	39284	1698948
2261	39301	1698900
2262	39317	1698823
2263	39333	1698746
2264	39347	1698609
2265	39370	1698815
2266	39387	1698772
2267	39401	1698644
2268	39419	1698623
2269	39434	1698497
2270	39450	1698447
2271	39466	1698353
2272	39481	1698234
2273	39502	1698391
2274	39518	1698291
2275	39533	1698169
2276	39548	1698085
2277	39564	1697996
2278	39581	1697936
2279	39596	1697857
2280	39609	1697651
2281	39618	1697275
2282	39635	1697233
2283	39652	1697170
2284	39666	1697031
2285	39682	1696970
2286	39698	1696876
2287	39714	1696800
2288	39729	1696697
2289	39744	1696550
2290	39761	1696545
2291	39781	1696625
2292	39795	1696450
2293	39811	1696391
2294	39824	1696198
2295	39841	1696138
2296	39857	1696089
2297	39873	1695987
2298	39888	1695891
2299	39904	1695825
2300	39921	1695780
2301	39937	1695682
2302	39952	1695578
2303	39964	1695331
2304	39981	1695291
2305	39994	1695108
2306	40011	1695055
2307	40026	1694978
2308	40048	1695132
2309	40064	1695046
2310	40079	1694946
2311	40094	1694838
2312	40109	1694700
2313	40125	1694656
2314	40142	1694591
2315	40159	1694581
2316	40179	1694668
2317	40206	1695042
2318	40229	1695296
2319	40251	1695437
2320	40272	1695578
2321	40296	1695837
2322	40322	1696195
2323	40343	1696317
2324	40366	1696539
2325	40379	1696345
2326	40399	1696448
2327	40412	1696230
2328	40427	1696143
2329	40443	1696066
2330	40458	1695931
2331	40468	1695623
2332	40487	1695684
2333	40502	1695567
2334	40516	1695374
2335	40532	1695303
2336	40545	1695133
2337	40566	1695247
2338	40582	1695175
2339	40598	1695087
2340	40614	1695019
2341	40627	1694837
2342	40645	1694846
2343	40663	1694860
2344	40680	1694802
2345	40695	1694692
2346	40711	1694608
2347	40728	1694577
2348	40749	1694731
2349	40764	1694625
2350	40779	1694486
2351	40795	1694433
2352	40811	1694359
2353	40832	1694467
2354	40852	1694595
2355	40873	1694715
2356	40897	1694961
2357	40923	1695319
2358	40943	1695399
2359	40959	1695326
2360	40974	1695224
2361	40988	1695057
2362	41004	1695002
2363	41022	1694995
2364	41039	1694945
2365	41052	1694759
2366	41068	1694711
2367	41091	1694908
2368	41111	1695008
2369	41129	1694995
2370	41141	1694752
2371	41155	1694597
2372	41170	1694515
2373	41187	1694480
2374	41207	1694574
2375	41223	1694498
2376	41239	1694397
2377	41254	1694309
2378	41270	1694223
2379	41291	1694338
2380	41301	1694018
2381	41313	1693807
2382	41330	1693760
2383	41345	1693661
2384	41359	1693501
2385	41383	1693776
2386	41407	1694015
2387	41425	1694023
2388	41442	1693986
2389	41459	1693954
2390	41472	1693767
2391	41489	1693710
2392	41508	1693776
2393	41528	1693890
2394	41544	1693810
2395	41561	1693753
2396	41577	1693697
2397	41594	1693663
2398	41611	1693639
2399	41628	1693578
2400	41658	1694074
2401	41682	1694355
2402	41704	1694514
2403	41722	1694522
2404	41737	1694416
2405	41756	1694466
2406	41764	1694081
2407	41777	1693880
2408	41792	1693763
2409	41806	1693595
2410	41822	1693529
2411	41842	1693637
2412	41852	1693315
2413	41865	1693111
2414	41881	1693030
2415	41894	1692842
2416	41911	1692811
2417	41926	1692706
2418	41940	1692562
2419	41962	1692742
2420	41968	1692267
2421	41983	1692156
2422	41997	1691969
2423	42014	1691950
2424	42030	1691866
2425	42045	1691758
2426	42061	1691683
2427	42078	1691655
2428	42094	1691608
2429	42111	1691554
2430	42127	1691510
2431	42144	1691455
2432	42156	1691232
2433	42173	1691193
2434	42186	1691023
2435	42209	1691235
2436	42225	1691139
2437	42239	1691015
2438	42256	1690990
2439	42274	1690976
2440	42287	1690783
2441	42304	1690758
2442	42324	1690845
2443	42352	1691260
2444	42374	1691444
2445	42389	1691331
2446	42407	1691311
2447	42423	1691249
2448	42439	1691177
2449	42460	1691316
2450	42491	1691845
2451	42519	1692225
2452	42534	1692122
2453	42549	1692005
2454	42560	1691755
2455	42576	1691702
2456	42593	1691636
2457	42610	1691639
2458	42627	1691582
2459	42640	1691396
2460	42657	1691371
2461	42673	1691294
2462	42690	1691249
2463	42706	1691204
2464	42721	1691072
2465	42736	1690995
2466	42753	1690943
2467	42769	1690861
2468	42783	1690714
2469	42800	1690690
2470	42820	1690799
2471	42834	1690631
2472	42849	1690517
2473	42862	1690333
2474	42878	1690272
2475	42895	1690253
2476	42908	1690066
2477	42925	1690007
2478	42945	1690104
2479	42957	1689885
2480	42973	1689801
2481	42986	1689636
2482	43002	1689537
2483	43014	1689330
2484	43029	1689234
2485	43035	1688776
2486	43055	1688836
2487	43066	1688569
2488	43082	1688495
2489	43095	1688334
2490	43112	1688284
2491	43128	1688210
2492	43144	1688151
2493	43157	1687989
2494	43179	1688119
2495	43206	1688480
2496	43229	1688714
2497	43249	1688773
2498	43272	1688993
2499	43295	1689193
2500	43346	1690504
2501	43384	1691274
2502	43409	1691554
2503	43425	1691486
2504	43442	1691455
2505	43463	1691581
2506	43480	1691569
2507	43497	1691522
2508	43512	1691429
2509	43525	1691251
2510	43541	1691172
2511	43554	1690962
2512	43573	1691024
2513	43589	1690936
2514	43601	1690723
2515	43617	1690671
2516	43633	1690570
2517	43648	1690486
2518	43665	1690436
2519	43680	1690355
2520	43702	1690493
2521	43717	1690416
2522	43730	1690221
2523	43746	1690140
2524	43761	1690035
2525	43777	1689948
2526	43792	1689878
2527	43806	1689696
2528	43826	1689802
2529	43841	1689690
2530	43856	1689592
2531	43872	1689524
2532	43877	1689015
2533	43892	1688922
2534	43900	1688542
2535	43916	1688466
2536	43928	1688264
2537	43947	1688292
2538	43962	1688206
2539	43978	1688112
2540	43993	1688033
2541	44006	1687846
2542	44022	1687780
2543	44031	1687412
2544	44045	1687279
2545	44065	1687368
2546	44082	1687341
2547	44098	1687287
2548	44115	1687249
2549	44121	1686791
2550	44135	1686669
2551	44148	1686474
2552	44164	1686386
2553	44179	1686284
2554	44198	1686332
2555	44218	1686424
2556	44234	1686350
2557	44249	1686240
2558	44263	1686098
2559	44279	1686043
2560	44293	1685885
2561	44308	1685799
2562	44324	1685716
2563	44346	1685890
2564	44369	1686109
2565	44389	1686177
2566	44410	1686287
2567	44423	1686128
2568	44441	1686114
2569	44456	1686030
2570	44473	1686013
2571	44490	1685948
2572	44501	1685697
2573	44514	1685514
2574	44528	1685404
2575	44544	1685305
2576	44560	1685254
2577	44575	1685164
2578	44598	1685339
2579	44617	1685411
2580	44633	1685343
2581	44648	1685232
2582	44661	1685041
2583	44671	1684757
2584	44685	1684606
2585	44701	1684530
2586	44713	1684322
2587	44729	1684272
2588	44744	1684176
2589	44757	1683974
2590	44772	1683895
2591	44788	1683829
2592	44804	1683763
2593	44826	1683907
2594	44838	1683706
2595	44854	1683642
2596	44869	1683536
2597	44883	1683371
2598	44900	1683338
2599	44915	1683268
2600	44931	1683197
2601	44952	1683323
2602	44981	1683722
2603	45015	1684324
2604	45042	1684692
2605	45059	1684664
2606	45074	1684554
2607	45088	1684418
2608	45105	1684369
2609	45120	1684278
2610	45139	1684314
2611	45160	1684463
2612	45183	1684627
2613	45199	1684581
2614	45218	1684604
2615	45233	1684534
2616	45247	1684388
2617	45261	1684221
2618	45277	1684170
2619	45293	1684099
2620	45313	1684195
2621	45328	1684104
2622	45343	1683976
2623	45359	1683904
2624	45372	1683742
2625	45391	1683787
2626	45407	1683731
2627	45420	1683558
2628	45436	1683497
2629	45450	1683343
2630	45466	1683273
2631	45485	1683310
2632	45500	1683210
2633	45511	1682988
2634	45528	1682945
2635	45544	1682871
2636	45557	1682713
2637	45574	1682690
2638	45587	1682490
2639	45602	1682409
2640	45615	1682241
2641	45631	1682177
2642	45653	1682322
2643	45670	1682290
2644	45686	1682224
2645	45702	1682159
2646	45716	1682029
2647	45736	1682091
2648	45751	1681990
2649	45765	1681884
2650	45781	1681820
2651	45794	1681645
2652	45815	1681754
2653	45834	1681785
2654	45846	1681599
2655	45861	1681487
2656	45876	1681369
2657	45890	1681230
2658	45909	1681297
2659	45925	1681219
2660	45939	1681106
2661	45954	1680992
2662	45967	1680807
2663	45983	1680766
2664	46002	1680802
2665	46019	1680779
2666	46035	1680715
2667	46049	1680572
2668	46066	1680532
2669	46083	1680512
2670	46099	1680454
2671	46114	1680362
2672	46129	1680240
2673	46142	1680077
2674	46157	1680001
2675	46179	1680130
2676	46192	1679968
2677	46208	1679889
2678	46224	1679825
2679	46241	1679815
2680	46262	1679918
2681	46280	1679949
2682	46295	1679848
2683	46311	1679795
2684	46326	1679683
2685	46342	1679623
2686	46360	1679630
2687	46373	1679465
2688	46389	1679398
2689	46402	1679221
2690	46419	1679191
2691	46440	1679299
2692	46453	1679131
2693	46468	1679055
2694	46484	1678979
2695	46497	1678820
2696	46516	1678854
2697	46533	1678839
2698	46549	1678757
2699	46565	1678702
2700	46578	1678543
2701	46596	1678548
2702	46615	1678581
2703	46631	1678543
2704	46646	1678415
2705	46662	1678360
2706	46677	1678257
2707	46697	1678346
2708	46712	1678238
2709	46725	1678072
2710	46741	1678002
2711	46756	1677934
2712	46769	1677769
2713	46787	1677779
2714	46800	1677604
2715	46816	1677530
2716	46832	1677472
2717	46848	1677399
2718	46867	1677468
2719	46882	1677361
2720	46899	1677312
2721	46914	1677222
2722	46926	1677016
2723	46941	1676926
2724	46953	1676737
2725	46969	1676661
2726	46985	1676595
2727	47006	1676716
2728	47021	1676620
2729	47036	1676516
2730	47049	1676369
2731	47065	1676281
2732	47077	1676092
2733	47093	1676017
2734	47109	1675972
2735	47124	1675878
2736	47142	1675884
2737	47157	1675795
2738	47172	1675706
2739	47188	1675614
2740	47193	1675193
2741	47208	1675083
2742	47221	1674925
2743	47238	1674889
2744	47253	1674784
2745	47270	1674777
2746	47287	1674756
2747	47303	1674680
2748	47318	1674598
2749	47334	1674518
2750	47347	1674360
2751	47364	1674327
2752	47378	1674217
2753	47392	1674076
2754	47413	1674206
2755	47429	1674136
2756	47445	1674078
2757	47460	1673978
2758	47476	1673917
2759	47492	1673861
2760	47505	1673694
2761	47521	1673631
2762	47536	1673534
2763	47553	1673520
2764	47570	1673476
2765	47583	1673330
2766	47598	1673239
2767	47611	1673049
2768	47626	1672977
2769	47643	1672959
2770	47659	1672872
2771	47674	1672780
2772	47687	1672632
2773	47703	1672574
2774	47718	1672479
2775	47731	1672306
2776	47747	1672259
2777	47762	1672152
2778	47783	1672259
2779	47799	1672203
2780	47813	1672090
2781	47829	1672021
2782	47846	1671990
2783	47858	1671804
2784	47874	1671723
2785	47887	1671586
2786	47904	1671546
2787	47920	1671505
2788	47936	1671444
2789	47951	1671355
2790	47967	1671281
2791	47982	1671195
2792	47998	1671121
2793	48012	1670997
2794	48028	1670956
2795	48048	1671011
2796	48064	1670951
2797	48079	1670877
2798	48094	1670789
2799	48110	1670734
2800	48127	1670687
2801	48142	1670586
2802	48156	1670479
2803	48172	1670426
2804	48190	1670434
2805	48206	1670352
2806	48220	1670251
2807	48233	1670080
2808	48249	1670023
2809	48263	1669895
2810	48279	1669821
2811	48292	1669672
2812	48311	1669703
2813	48333	1669851
2814	48349	1669798
2815	48364	1669706
2816	48377	1669540
2817	48392	1669479
2818	48405	1669318
2819	48421	1669237
2820	48436	1669164
2821	48457	1669250
2822	48473	1669198
2823	48485	1669017
2824	48501	1668949
2825	48514	1668803
2826	48531	1668762
2827	48545	1668655
2828	48558	1668494
2829	48575	1668474
2830	48596	1668588
2831	48609	1668424
2832	48625	1668369
2833	48640	1668261
2834	48653	1668106
2835	48669	1668044
2836	48681	1667865
2837	48699	1667860
2838	48714	1667785
2839	48732	1667781
2840	48747	1667708
2841	48763	1667630
2842	48777	1667509
2843	48792	1667438
2844	48806	1667309
2845	48823	1667264
2846	48837	1667166
2847	48855	1667161
2848	48873	1667163
2849	48888	1667084
2850	48903	1667008
2851	48916	1666842
2852	48933	1666822
2853	48948	1666733
2854	48962	1666587
2855	48978	1666524
2856	48993	1666453
2857	49008	1666356
2858	49023	1666256
2859	49038	1666184
2860	49053	1666100
2861	49069	1666038
2862	49085	1665964
2863	49099	1665835
2864	49115	1665797
2865	49136	1665915
2866	49149	1665742
2867	49166	1665716
2868	49182	1665667
2869	49196	1665531
2870	49213	1665509
2871	49228	1665443
2872	49242	1665296
2873	49259	1665278
2874	49282	1665478
2875	49304	1665618
2876	49324	1665690
2877	49347	1665873
2878	49369	1666016
2879	49391	1666154
2880	49406	1666075
2881	49426	1666167
2882	49447	1666257
2883	49467	1666334
2884	49489	1666490
2885	49509	1666557
2886	49533	1666771
2887	49557	1666986
2888	49573	1666935
2889	49586	1666779
2890	49601	1666693
2891	49614	1666553
2892	49630	1666488
2893	49650	1666556
2894	49671	1666686
2895	49695	1666871
2896	49717	1667013
2897	49735	1667027
2898	49748	1666898
