iter	RMSE
171	8.166122882
172	8.137912591
173	8.110040393
174	8.082212835
175	8.053848514
176	8.026777213
177	7.999623162
178	7.972421477
179	7.944992733
180	7.918104344
181	7.890223683
182	7.863781835
183	7.837509547
184	7.81043794
185	7.783030924
186	7.756720724
187	7.729411436
188	7.703407425
189	7.677492411
190	7.651606453
191	7.625758201
192	7.599753264
193	7.574089291
194	7.548589074
195	7.523424889
196	7.498094462
197	7.472963855
198	7.447604997
199	7.423017128
200	7.398557919
201	7.373887816
202	7.349317803
203	7.324945639
204	7.300845929
205	7.276607606
206	7.252227505
207	7.228165687
208	7.204511194
209	7.180639881
210	7.156307841
211	7.132906809
212	7.108466932
213	7.085631358
214	7.061165753
215	7.03739994
216	7.0142373
217	6.99087554
218	6.967730133
219	6.94492752
220	6.921921724
221	6.899106194
222	6.876762532
223	6.853692716
224	6.831539426
225	6.809874736
226	6.788063368
227	6.766302091
228	6.744582272
229	6.722620344
230	6.700872702
231	6.679100064
232	6.657745671
233	6.636488641
234	6.614986769
235	6.593217022
236	6.570934067
237	6.549835668
238	6.527864201
239	6.507199093
240	6.486394104
241	6.465608348
242	6.4449929
243	6.424748866
244	6.404500925
245	6.384375206
246	6.364335807
247	6.344272654
248	6.323611487
249	6.304110742
250	6.284588333
251	6.264423214
252	6.24485719
253	6.2255393
254	6.206066284
255	6.186556324
256	6.166181449
257	6.147446105
258	6.127326918
259	6.108560665
260	6.088948309
261	6.069596787
262	6.050486171
263	6.031728593
264	6.013263883
265	5.994979583
266	5.976751835
267	5.958718289
268	5.940841381
269	5.922913235
270	5.904334283
271	5.884819544
272	5.867001638
273	5.849570171
274	5.831725078
275	5.814084395
276	5.795578279
277	5.777681791
278	5.760334369
279	5.743023324
280	5.726081654
281	5.70869213
282	5.691495395
283	5.67500518
284	5.657711707
285	5.640769341
286	5.624246808
287	5.607502645
288	5.590611744
289	5.573519557
290	5.556808147
291	5.540586572
292	5.524366468
293	5.508475111
294	5.490983536
295	5.475386361
296	5.458419879
297	5.441046526
298	5.425556612
299	5.409781203
300	5.394204472
301	5.377278947
302	5.362142057
303	5.347019479
304	5.331192433
305	5.315953019
306	5.300878882
307	5.285560461
308	5.270341401
309	5.25575326
310	5.241359001
311	5.226791219
312	5.211894284
313	5.197190216
314	5.182518799
315	5.166422553
316	5.150539882
317	5.135767445
318	5.121894869
319	5.107829533
320	5.093408415
321	5.079467967
322	5.06513796
323	5.051464038
324	5.037601526
325	5.023735027
326	5.008703615
327	4.99496552
328	4.981660501
329	4.966932014
330	4.953144292
331	4.939822937
332	4.926002595
333	4.912351881
334	4.89905204
335	4.885108255
336	4.871838726
337	4.858955504
338	4.845196171
339	4.831744335
340	4.818909794
341	4.805741975
342	4.793364565
343	4.780507916
344	4.766234595
345	4.752277318
346	4.739697257
347	4.72580614
348	4.712480616
349	4.700694019
350	4.68830729
351	4.675145081
352	4.662239831
353	4.648856414
354	4.636901467
355	4.623835669
356	4.612108808
357	4.599468566
358	4.588098229
359	4.576556395
360	4.563436956
361	4.551472617
362	4.539904747
363	4.528578136
364	4.516076308
365	4.504804991
366	4.492608118
367	4.480227567
368	4.468338139
369	4.457654172
370	4.446670011
371	4.434375681
372	4.422114143
373	4.411417259
374	4.39907791
375	4.387418039
376	4.376767588
377	4.366099822
378	4.355340242
379	4.34449905
380	4.33365152
381	4.323366444
382	4.31310221
383	4.302550834
384	4.292320859
385	4.282156634
386	4.270456908
387	4.259699285
388	4.2490658
389	4.23766863
390	4.227157508
391	4.216532352
392	4.207125167
393	4.197406024
394	4.187584863
395	4.176365726
396	4.165620782
397	4.156335067
398	4.145425053
399	4.135904441
400	4.126305653
401	4.11706473
402	4.106794268
403	4.097405073
404	4.088424579
405	4.079370701
406	4.069586861
407	4.060154477
408	4.049902478
409	4.041124929
410	4.030856283
411	4.021097211
412	4.011620769
413	4.00136533
414	3.992635263
415	3.984138905
416	3.975536971
417	3.967091094
418	3.958418894
419	3.949994953
420	3.940474408
421	3.931614106
422	3.923434362
423	3.915324508
424	3.905568636
425	3.896787496
426	3.887321338
427	3.878767892
428	3.870766908
429	3.861522311
430	3.852323301
431	3.844548468
432	3.835775058
433	3.827408915
434	3.819698162
435	3.81070756
436	3.80168848
437	3.7928284
438	3.784268261
439	3.775188421
440	3.766152453
441	3.757139819
442	3.749442833
443	3.742043156
444	3.734657253
445	3.725753944
446	3.717813876
447	3.709131096
448	3.700593611
449	3.691971906
450	3.684776961
451	3.676860158
452	3.669972834
453	3.661810056
454	3.654411415
455	3.646731049
456	3.639786503
457	3.633140613
458	3.625901856
459	3.619647378
460	3.613060875
461	3.606415409
462	3.59882773
463	3.591096288
464	3.584738442
465	3.57798781
466	3.570629656
467	3.56277214
468	3.556383895
469	3.548856171
470	3.54097525
471	3.534472281
472	3.527147557
473	3.521021759
474	3.513446029
475	3.507291953
476	3.501281715
477	3.49484671
478	3.488793145
479	3.48123646
480	3.475215961
481	3.467778845
482	3.461933291
483	3.454813013
484	3.448928265
485	3.443201813
486	3.437445962
487	3.430472172
488	3.423227291
489	3.417603932
490	3.410743487
491	3.403634105
492	3.396617778
493	3.391129912
494	3.385710756
495	3.379563915
496	3.37274613
497	3.367520132
498	3.362111802
499	3.356877048
500	3.350832019
501	3.344460706
502	3.339326884
503	3.332679075
504	3.327652974
505	3.320906895
506	3.314828481
507	3.308316139
508	3.302906392
509	3.297929002
510	3.291580285
511	3.285202853
512	3.279802499
513	3.275003269
514	3.269843064
515	3.265259941
516	3.260437038
517	3.255712336
518	3.250173078
519	3.245083048
520	3.238961431
521	3.234310431
522	3.228315728
523	3.223694518
524	3.219138444
525	3.213334419
526	3.208897858
527	3.203139197
528	3.197232872
529	3.192648107
530	3.188083638
531	3.182201072
532	3.177459481
533	3.1727622
534	3.167810458
535	3.163091307
536	3.15882944
537	3.153291792
538	3.149116768
539	3.144826373
540	3.140633492
541	3.136634587
542	3.13116164
543	3.12715105
544	3.121734075
545	3.116342363
546	3.11093716
547	3.107007061
548	3.102016884
549	3.096817053
550	3.091903095
551	3.086625049
552	3.082697811
553	3.077595832
554	3.073791761
555	3.069021985
556	3.06532627
557	3.060454459
558	3.055428134
559	3.051244841
560	3.047555649
561	3.043935164
562	3.039161266
563	3.035284478
564	3.031556942
565	3.027989593
566	3.024076046
567	3.019980822
568	3.015357882
569	3.01159272
570	3.008074057
571	3.004686693
572	2.999975686
573	2.996618949
574	2.99270866
575	2.989310088
576	2.985920485
577	2.981362346
578	2.977949135
579	2.974759342
580	2.971585337
581	2.967748076
582	2.964220945
583	2.959986702
584	2.956668159
585	2.952213216
586	2.948731072
587	2.94564754
588	2.942438432
589	2.938020899
590	2.933614044
591	2.929249389
592	2.925107849
593	2.921110661
594	2.918186657
595	2.914655676
596	2.910821442
597	2.906701385
598	2.903576309
599	2.89967835
600	2.895678052
601	2.891811022
602	2.887831688
603	2.884020346
604	2.880195567
605	2.876174226
606	2.872295688
607	2.868414769
608	2.865036781
609	2.861229978
610	2.858514868
611	2.854790379
612	2.852106094
613	2.848244495
614	2.8456721
615	2.841999482
616	2.839534042
617	2.837020969
618	2.833548642
619	2.830312879
620	2.827755786
621	2.824188385
622	2.821743156
623	2.818932991
624	2.816260918
625	2.81364579
626	2.810306791
627	2.807916456
628	2.805417902
629	2.803093548
630	2.799683171
631	2.797107136
632	2.79481726
633	2.791500109
634	2.788285747
635	2.786074093
636	2.783344295
637	2.780883445
638	2.778689945
639	2.775412717
640	2.772076066
641	2.768776319
642	2.765624844
643	2.762590706
644	2.760439353
645	2.757364124
646	2.755330373
647	2.752371221
648	2.750199643
649	2.747005577
650	2.74483449
651	2.742410993
652	2.740059595
653	2.737343001
654	2.734429632
655	2.732476784
656	2.729865357
657	2.726826255
658	2.723685894
659	2.721143488
660	2.719271658
661	2.716882415
662	2.713994744
663	2.711326745
664	2.708623853
665	2.705878382
666	2.702976321
667	2.700247642
668	2.697473339
669	2.694959721
670	2.692412485
671	2.69067289
672	2.688950741
673	2.687250721
674	2.685545851
675	2.683616295
676	2.680981659
677	2.678408721
678	2.676702678
679	2.674882145
680	2.67249211
681	2.669866913
682	2.667766386
683	2.666113931
684	2.664517097
685	2.662839166
686	2.66011806
687	2.657556729
688	2.655219667
689	2.653682231
690	2.651532974
691	2.649980136
692	2.648403085
693	2.646845008
694	2.644504743
695	2.642888145
696	2.641545902
697	2.640151764
698	2.638214864
699	2.636763876
700	2.635331325
701	2.632964496
702	2.631284767
703	2.629543344
704	2.627294814
705	2.625730871
706	2.624341887
707	2.623007957
708	2.621527198
709	2.619354805
710	2.617960324
711	2.616686153
712	2.615325849
713	2.613980149
714	2.611741332
715	2.610428788
716	2.608202995
717	2.60674128
718	2.604937149
719	2.603266012
720	2.601090227
721	2.599732733
722	2.597539522
723	2.595970876
724	2.594686642
725	2.592765004
726	2.591587597
727	2.590401808
728	2.588293398
729	2.586925035
730	2.584768448
731	2.582659376
732	2.581484663
733	2.580411091
734	2.579134478
735	2.577595609
736	2.575551384
737	2.574020023
738	2.57220198
739	2.571128007
740	2.570016824
741	2.568671306
742	2.567532192
743	2.566471386
744	2.564684972
745	2.563615505
746	2.562074086
747	2.560997446
748	2.559010183
749	2.557065606
750	2.55525862
751	2.554135667
752	2.553145668
753	2.551241482
754	2.549291941
755	2.547951379
756	2.546127185
757	2.545158352
758	2.543323958
759	2.542263566
760	2.540970597
761	2.53998654
762	2.539052737
763	2.538098337
764	2.537174031
765	2.53538721
766	2.533723516
767	2.532741999
768	2.531831334
769	2.5308872
770	2.529409422
771	2.527667314
772	2.52665553
773	2.525658846
774	2.524818447
775	2.52376342
776	2.522143109
777	2.52112013
778	2.520136314
779	2.519327616
780	2.518478214
781	2.517427107
782	2.516233213
783	2.515336639
784	2.514062326
785	2.513181647
786	2.511550215
787	2.509978063
788	2.508430791
789	2.506853287
790	2.505914359
791	2.505150913
792	2.503621152
793	2.502863102
794	2.501987595
795	2.501173724
796	2.499702279
797	2.498985522
798	2.498274843
799	2.497480686
800	2.496194797
801	2.495433008
802	2.494273552
803	2.49294795
804	2.492290627
805	2.490812823
806	2.489856409
807	2.489218215
808	2.487798124
809	2.486451211
810	2.485786622
811	2.484522629
812	2.483169676
813	2.481796385
814	2.480354609
815	2.47895068
816	2.478301053
817	2.477249255
818	2.475973665
819	2.474535299
820	2.473856538
821	2.473225415
822	2.472229355
823	2.470848127
824	2.469453142
825	2.468199808
826	2.467521125
827	2.466942012
828	2.465632081
829	2.465000226
830	2.463732812
831	2.462726744
832	2.462110756
833	2.460792057
834	2.460223254
835	2.458965781
836	2.458124656
837	2.457510816
838	2.456254818
839	2.455378135
840	2.454827991
841	2.453854805
842	2.453291263
843	2.451967385
844	2.451359453
845	2.450682184
846	2.449482108
847	2.448928115
848	2.447780505
849	2.447236886
850	2.446110554
851	2.445599927
852	2.444409346
853	2.443238053
854	2.442009989
855	2.441525929
856	2.440413214
857	2.439272331
858	2.438311225
859	2.437451065
860	2.436363461
861	2.435304583
862	2.434166484
863	2.433406453
864	2.432840006
865	2.432324258
866	2.431635671
867	2.430729862
868	2.429755461
869	2.429278793
870	2.428259247
871	2.427216158
872	2.426182041
873	2.425686186
874	2.424655085
875	2.423964827
876	2.422944419
877	2.422261188
878	2.421644935
879	2.420634355
880	2.420016754
881	2.418947845
882	2.418467401
883	2.417985635
884	2.417567915
885	2.416993046
886	2.416089602
887	2.415661928
888	2.414549577
889	2.413525225
890	2.413096387
891	2.412624709
892	2.411602496
893	2.410682722
894	2.410241268
895	2.409885694
896	2.408826212
897	2.408455031
898	2.408049789
899	2.407072894
900	2.406681194
901	2.406192541
902	2.405810796
903	2.404871807
904	2.403995473
905	2.403613562
906	2.403240917
907	2.402888608
908	2.401922364
909	2.401547045
910	2.40118013
911	2.400333534
912	2.399411791
913	2.398541445
914	2.397593479
915	2.396745014
916	2.396383103
917	2.396058066
918	2.395664282
919	2.395292705
920	2.394412795
921	2.394100947
922	2.393250465
923	2.392382003
924	2.391598677
925	2.391307195
926	2.390468739
927	2.390158923
928	2.389357311
929	2.388491799
930	2.388140256
931	2.387280367
932	2.386550627
933	2.386146469
934	2.385509937
935	2.384673958
936	2.384124756
937	2.383429575
938	2.383130141
939	2.382406959
940	2.38202958
941	2.381625876
942	2.380806473
943	2.380386927
944	2.379608639
945	2.379152239
946	2.378874447
947	2.378593342
948	2.378335374
949	2.377765339
950	2.377506331
951	2.377200754
952	2.376938446
953	2.376183615
954	2.375861098
955	2.375060551
956	2.374759641
957	2.374517162
958	2.374023328
959	2.373656311
960	2.373263291
961	2.372856678
962	2.372172581
963	2.371433945
964	2.370922671
965	2.370642903
966	2.370372247
967	2.369627502
968	2.368895214
969	2.368649563
970	2.368114261
971	2.367878484
972	2.367366264
973	2.367066542
974	2.366419291
975	2.365846877
976	2.365551761
977	2.365090058
978	2.364846382
979	2.36422072
980	2.36353191
981	2.36320612
982	2.362968533
983	2.36242051
984	2.361707507
985	2.361339723
986	2.360960491
987	2.360321487
988	2.359979134
989	2.359640234
990	2.359366824
991	2.359140314
992	2.358930065
993	2.358510178
994	2.358264851
995	2.357737717
996	2.357130454
997	2.356593053
998	2.356150675
999	2.355687343
1000	2.354996276
1001	2.354771367
1002	2.354197115
1003	2.353860875
1004	2.353158371
1005	2.352969584
1006	2.352354752
1007	2.351750651
1008	2.351181398
1009	2.35079111
1010	2.350590171
1011	2.349971076
1012	2.349676078
1013	2.349470582
1014	2.349291516
1015	2.349055318
1016	2.348768148
1017	2.348510421
1018	2.348311397
1019	2.34769492
1020	2.347126605
1021	2.346517444
1022	2.346324232
1023	2.346139633
1024	2.345941059
1025	2.345693429
1026	2.345131998
1027	2.34466001
1028	2.344030122
1029	2.34346802
1030	2.343006448
1031	2.342344659
1032	2.341865826
1033	2.341705837
1034	2.341342949
1035	2.340769707
1036	2.340483385
1037	2.340319968
1038	2.34013729
1039	2.339809942
1040	2.33951004
1041	2.338757308
1042	2.338568725
1043	2.338011986
1044	2.337745122
1045	2.337526907
1046	2.337033158
1047	2.336846355
1048	2.336381489
1049	2.335768532
1050	2.335622057
1051	2.3353591
1052	2.334972412
1053	2.334476385
1054	2.334010815
1055	2.333506453
1056	2.333158942
1057	2.332946464
1058	2.332573224
1059	2.332416654
1060	2.331891574
1061	2.331722083
1062	2.33153504
1063	2.331164328
1064	2.330691588
1065	2.330147229
1066	2.329647253
1067	2.329330523
1068	2.32917601
1069	2.328640336
1070	2.328107405
1071	2.327757838
1072	2.3273717
1073	2.327201752
1074	2.326749278
1075	2.326243536
1076	2.326082331
1077	2.325594177
1078	2.325149065
1079	2.324730005
1080	2.324304425
1081	2.323878919
1082	2.323539253
1083	2.323151697
1084	2.322721248
1085	2.322092769
1086	2.321643878
1087	2.321521804
1088	2.321254895
1089	2.320749454
1090	2.320276422
1091	2.319852555
1092	2.31959354
1093	2.31945336
1094	2.319029624
1095	2.31882179
1096	2.318711811
1097	2.318201311
1098	2.317735764
1099	2.317488091
1100	2.317058741
1101	2.316956431
1102	2.316802081
1103	2.316340419
1104	2.315847772
1105	2.315728332
1106	2.315540413
1107	2.314962706
1108	2.314701242
1109	2.314337252
1110	2.313906572
1111	2.313765427
1112	2.313471628
1113	2.313224487
1114	2.312855379
1115	2.312501998
1116	2.31199836
1117	2.311485805
1118	2.311312599
1119	2.310927532
1120	2.31051434
1121	2.310080281
1122	2.309679635
1123	2.309243381
1124	2.308833817
1125	2.308669972
1126	2.308587498
1127	2.308178106
1128	2.307807737
1129	2.307718675
1130	2.307288646
1131	2.306831782
1132	2.306444937
1133	2.306086809
1134	2.305985696
1135	2.305845621
1136	2.305531371
1137	2.305091125
1138	2.30498512
1139	2.304638878
1140	2.304207359
1141	2.30405639
1142	2.303657463
1143	2.303257713
1144	2.302972611
1145	2.302815734
1146	2.302496812
1147	2.302339902
1148	2.302252751
1149	2.301890329
1150	2.301648155
1151	2.301518584
1152	2.301418583
1153	2.301170214
1154	2.300827401
1155	2.300422347
1156	2.300046773
1157	2.299961795
1158	2.299831417
1159	2.299737706
1160	2.299546939
1161	2.299389481
1162	2.299242345
1163	2.298864078
1164	2.298687668
1165	2.298507921
1166	2.298138749
1167	2.297785432
1168	2.297698091
1169	2.297374065
1170	2.297020297
1171	2.296742874
1172	2.296473841
1173	2.29616603
1174	2.295855592
1175	2.295589551
1176	2.295473491
1177	2.295392642
1178	2.295268884
1179	2.29498834
1180	2.294804295
1181	2.294604577
1182	2.294115203
1183	2.293761876
1184	2.293637969
1185	2.293356858
1186	2.292972336
1187	2.292607838
1188	2.292328915
1189	2.291979893
1190	2.29177515
1191	2.291490065
1192	2.291013202
1193	2.29084714
1194	2.290690464
1195	2.290133837
1196	2.289949501
1197	2.289857296
1198	2.289509536
1199	2.28941394
1200	2.289338224
1201	2.289191141
1202	2.288796445
1203	2.288654886
1204	2.288459888
1205	2.288237638
1206	2.288153306
1207	2.287999829
1208	2.287870146
1209	2.287774063
1210	2.287454167
1211	2.287287362
1212	2.286998387
1213	2.286703185
1214	2.286276244
1215	2.285980384
1216	2.285697839
1217	2.285582876
1218	2.285283653
1219	2.285090014
1220	2.284998193
1221	2.284905198
1222	2.284562258
1223	2.284454362
1224	2.284318706
1225	2.284001485
1226	2.283884394
1227	2.283767212
1228	2.283671903
1229	2.283538105
1230	2.283401733
1231	2.283173393
1232	2.283043872
1233	2.282687856
1234	2.282294006
1235	2.282051244
1236	2.281978105
1237	2.281704443
1238	2.281176596
1239	2.280902081
1240	2.280575684
1241	2.280381134
1242	2.280270884
1243	2.280023723
1244	2.279864291
1245	2.279715496
1246	2.279462963
1247	2.279188362
1248	2.278843816
1249	2.278505466
1250	2.278225772
1251	2.27802302
1252	2.277886802
1253	2.277827954
1254	2.277679792
1255	2.27737669
1256	2.277188908
1257	2.276836327
1258	2.276783367
1259	2.27666698
1260	2.276358449
1261	2.27604622
1262	2.275941799
1263	2.275810486
1264	2.275469035
1265	2.275156449
1266	2.27483349
1267	2.274587802
1268	2.274461628
1269	2.274231369
1270	2.274036955
1271	2.273841931
1272	2.273516098
1273	2.273326434
1274	2.272998391
1275	2.272927117
1276	2.272648607
1277	2.272407194
1278	2.272345918
1279	2.272263571
1280	2.272054327
1281	2.271928083
1282	2.271575964
1283	2.271334972
1284	2.271094461
1285	2.270852549
1286	2.270778921
1287	2.270483337
1288	2.270148561
1289	2.270030887
1290	2.269921321
1291	2.269832567
1292	2.269585154
1293	2.269316312
1294	2.269094511
1295	2.268817498
1296	2.268721265
1297	2.268460809
1298	2.268409258
1299	2.268141863
1300	2.26803671
1301	2.267747022
1302	2.267474421
1303	2.26726523
1304	2.267039316
1305	2.2667233
1306	2.266552741
1307	2.266283839
1308	2.266134359
1309	2.265899852
1310	2.265392498
1311	2.265232037
1312	2.264981182
1313	2.264701953
1314	2.264477175
1315	2.264309222
1316	2.264081682
1317	2.263885878
1318	2.263445854
1319	2.263240838
1320	2.263147659
1321	2.262864417
1322	2.262391428
1323	2.262074549
1324	2.261885952
1325	2.261682426
1326	2.261649561
1327	2.261445512
1328	2.261210472
1329	2.261065565
1330	2.260835126
1331	2.260691194
1332	2.260251666
1333	2.259933083
1334	2.259875788
1335	2.2596055
1336	2.259387397
1337	2.259310182
1338	2.259270473
1339	2.259190583
1340	2.259099019
1341	2.258904004
1342	2.258842564
1343	2.258422596
1344	2.258098721
1345	2.257870718
1346	2.257591667
1347	2.257366891
1348	2.257111174
1349	2.256883564
1350	2.256802533
1351	2.25645161
1352	2.256108897
1353	2.255946593
1354	2.255877211
1355	2.255732227
1356	2.255499651
1357	2.255300703
1358	2.254901319
1359	2.254642677
1360	2.254336877
1361	2.25408691
1362	2.253895967
1363	2.253772105
1364	2.253713888
1365	2.253471358
1366	2.253234099
1367	2.25304304
1368	2.252671643
1369	2.252410958
1370	2.252258503
1371	2.252138518
1372	2.252061636
1373	2.251732336
1374	2.251637621
1375	2.251471211
1376	2.251258371
1377	2.251207387
1378	2.251155556
1379	2.250989324
1380	2.250741572
1381	2.250639432
1382	2.250429036
1383	2.250253829
1384	2.250151396
1385	2.249945347
1386	2.24974445
1387	2.249630959
1388	2.24942485
1389	2.249261431
1390	2.248960845
1391	2.248749241
1392	2.248696041
1393	2.248449194
1394	2.248247411
1395	2.248094235
1396	2.248028063
1397	2.247980463
1398	2.247849316
1399	2.247740921
1400	2.247653455
1401	2.247612759
1402	2.247521699
1403	2.247238887
1404	2.247089373
1405	2.246954793
1406	2.246752148
1407	2.246684012
1408	2.246433602
1409	2.246395875
1410	2.246324307
1411	2.246220194
1412	2.246052521
1413	2.245854679
1414	2.245619872
1415	2.245271656
1416	2.245079125
1417	2.244973817
1418	2.244769562
1419	2.24470052
1420	2.244516596
1421	2.244292083
1422	2.244231906
1423	2.244046439
1424	2.243921199
1425	2.243642026
1426	2.243462128
1427	2.243255869
1428	2.24304581
1429	2.2428081
1430	2.242691867
1431	2.242490835
1432	2.242245245
1433	2.242029095
1434	2.241906595
1435	2.241717601
1436	2.241558691
1437	2.241397856
1438	2.241270362
1439	2.241113634
1440	2.240827903
1441	2.240630419
1442	2.24043147
1443	2.240398291
1444	2.240157384
1445	2.240010835
1446	2.239893083
1447	2.239653841
1448	2.239456305
1449	2.239216145
1450	2.23904887
1451	2.238974639
1452	2.238772566
1453	2.238597211
1454	2.238298566
1455	2.238155053
1456	2.238137928
1457	2.238105607
1458	2.237955757
1459	2.237843173
1460	2.237766643
1461	2.237658403
1462	2.237621931
1463	2.237403132
1464	2.237202234
1465	2.237153881
1466	2.236918941
1467	2.236751106
1468	2.236573862
1469	2.236383428
1470	2.236240965
1471	2.236050632
1472	2.235881187
1473	2.235852005
1474	2.235806994
1475	2.235669714
1476	2.23552945
1477	2.235447277
1478	2.235212956
1479	2.235038009
1480	2.234875266
1481	2.234772574
1482	2.234688695
1483	2.234479137
1484	2.234270117
1485	2.234076779
1486	2.233920486
1487	2.233765409
1488	2.233549744
1489	2.233489889
1490	2.233313244
1491	2.233179373
1492	2.232996756
1493	2.232875993
1494	2.232811411
1495	2.232708309
1496	2.23260919
1497	2.232386307
1498	2.232238633
1499	2.232017154
1500	2.231877299
1501	2.231731448
1502	2.231521111
1503	2.231421532
1504	2.231240436
1505	2.231132603
1506	2.231039709
1507	2.230701793
1508	2.230559355
1509	2.230314624
1510	2.23016905
1511	2.230048787
1512	2.229997439
1513	2.229913895
1514	2.229721711
1515	2.229488995
1516	2.229179652
1517	2.229114952
1518	2.228967465
1519	2.228894484
1520	2.228738538
1521	2.228616805
1522	2.228436112
1523	2.228336602
1524	2.22811581
1525	2.227981528
1526	2.22793272
1527	2.227858315
1528	2.22782694
1529	2.227736316
1530	2.227525247
1531	2.227400603
1532	2.22721524
1533	2.227127567
1534	2.227068918
1535	2.227005579
1536	2.226768872
1537	2.226705493
1538	2.226366448
1539	2.226211817
1540	2.225859554
1541	2.225676663
1542	2.225560398
1543	2.225478079
1544	2.22542027
1545	2.225249295
1546	2.225015816
1547	2.224925067
1548	2.224684347
1549	2.224562877
1550	2.224274274
1551	2.224219098
1552	2.224064233
1553	2.223872496
1554	2.223717523
1555	2.223631688
1556	2.223440392
1557	2.22328025
1558	2.223238616
1559	2.222992705
1560	2.222859344
1561	2.222700975
1562	2.222522661
1563	2.222473853
1564	2.222386825
1565	2.222253997
1566	2.222169044
1567	2.222100438
1568	2.222046758
1569	2.221886944
1570	2.22179583
1571	2.221715297
1572	2.221611944
1573	2.221443648
1574	2.221304912
1575	2.221254269
1576	2.221070792
1577	2.220877562
1578	2.220763873
1579	2.220650765
1580	2.220281062
1581	2.220136817
1582	2.219826643
1583	2.219660305
1584	2.219508571
1585	2.219290412
1586	2.219080832
1587	2.218975043
1588	2.218936952
1589	2.218742354
1590	2.21857196
1591	2.218538369
1592	2.218323322
1593	2.218190976
1594	2.217942765
1595	2.217660801
1596	2.21760012
1597	2.217425558
1598	2.217060503
1599	2.216821586
1600	2.216672572
1601	2.216582841
1602	2.216265684
1603	2.216213561
1604	2.216022742
1605	2.215881422
1606	2.215723014
1607	2.215638545
1608	2.21558473
1609	2.215500351
1610	2.21545225
1611	2.215376105
1612	2.21531356
1613	2.215179647
1614	2.215059859
1615	2.214959093
1616	2.214898081
1617	2.214781204
1618	2.214677309
1619	2.214335374
1620	2.214225698
1621	2.214205242
1622	2.214096174
1623	2.21392428
1624	2.213811709
1625	2.213748282
1626	2.213623975
1627	2.213352913
1628	2.21316405
1629	2.212975731
1630	2.212730248
1631	2.212657217
1632	2.212530346
1633	2.212416713
1634	2.212265922
1635	2.211888099
1636	2.211825738
1637	2.211719914
1638	2.211604606
1639	2.211555822
1640	2.211383318
1641	2.211274657
1642	2.211069499
1643	2.210881124
1644	2.210816292
1645	2.210684005
1646	2.210594132
1647	2.210532099
1648	2.21041219
1649	2.210229592
1650	2.210151958
1651	2.210110174
1652	2.210022851
1653	2.209909338
1654	2.209818807
1655	2.209772958
1656	2.209728637
1657	2.209642607
1658	2.209506103
1659	2.209453275
1660	2.209401282
1661	2.209310952
1662	2.209275656
1663	2.209092706
